"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL396778";"SAFINAMIDE";"4.0";"302.35";"0";"2.37";"SAF";"C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O";"IC50";"'='";"5.18";"nM";"8.29";"";"";"UO_0000065";"27.40";"0.51";"5.92";"12.88";"0";"CHEMBL4354288";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as decrease in H2O2 production using p-tyramine as substrate incubated for 20 mins by horse-radish peroxidase/amplex red-based fluorescence method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351013";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL375539";"";"None";"285.42";"0";"4.79";"37";"CC1CCCC/C1=N\Nc1nc(-c2ccccc2)cs1";"IC50";"'='";"711.0";"nM";"6.15";"";"";"UO_0000065";"21.54";"0.42";"1.36";"16.49";"0";"CHEMBL1251644";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250430";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3833782";""
"CHEMBL1254935";"";"None";"354.31";"1";"6.09";"22";"CC1CCC(=NNc2nc(-c3ccc(Cl)cc3Cl)cs2)CC1";"IC50";"'='";"9446.0";"nM";"5.03";"";"";"UO_0000065";"14.18";"0.31";"-1.07";"13.48";"0";"CHEMBL1251644";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250430";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3833782";""
"CHEMBL1254934";"";"None";"303.41";"0";"4.93";"21";"CC1CCC(=NNc2nc(-c3ccc(F)cc3)cs2)CC1";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"24.28";"0.48";"2.44";"19.76";"0";"CHEMBL1251644";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250430";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3833782";""
"CHEMBL972";"SELEGILINE";"4.0";"187.29";"0";"2.18";"R-(-)-deprenyl";"C#CCN(C)[C@H](C)Cc1ccccc1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"41.11";"0.75";"5.52";"237.62";"1";"CHEMBL1251644";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250430";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3833782";""
"CHEMBL1243399";"";"None";"310.43";"0";"4.66";"45";"CC1CCCC/C1=N\Nc1nc(-c2ccc(C#N)cc2)cs1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"24.43";"0.47";"2.93";"12.42";"1";"CHEMBL1251644";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250430";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3833782";""
"CHEMBL1243026";"";"None";"330.41";"0";"4.70";"(R)-44";"C[C@@H]1CCCC/C1=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"24.21";"0.48";"3.30";"9.95";"0";"CHEMBL1251644";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250430";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3833782";""
"CHEMBL399353";"";"None";"315.44";"0";"4.80";"43";"COc1ccc(-c2csc(N/N=C3\CCCCC3C)n2)cc1";"IC50";"'='";"2373.0";"nM";"5.62";"";"";"UO_0000065";"17.83";"0.35";"0.82";"12.09";"0";"CHEMBL1251644";"Inhibition of human recombinant MAOB expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as hydrogen peroxide production from p-tyramine by amplex red assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250430";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3833782";""
"CHEMBL4539722";"";"None";"291.14";"0";"4.02";"20";"Clc1cc(/N=C/c2ccc3[nH]ncc3c2)cnc1Cl";"IC50";"'='";"1.28";"nM";"8.89";"";"";"UO_0000065";"30.54";"0.64";"4.87";"16.49";"0";"CHEMBL4354288";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells assessed as decrease in H2O2 production using p-tyramine as substrate incubated for 20 mins by horse-radish peroxidase/amplex red-based fluorescence method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351013";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL4450144";"";"None";"289.70";"0";"3.61";"16";"O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(F)c1";"IC50";"'='";"10.9";"nM";"7.96";"";"";"UO_0000065";"27.49";"0.54";"4.35";"13.78";"0";"CHEMBL4385037";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate preincubated for 15 mins and measured after 45 mins by resorufin-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382265";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL160836";"";"None";"364.24";"0";"3.41";"12k";"CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL706869";"Compound was tested for inhibition of monoamine oxidase-B (MAO-B).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151505";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";""
"CHEMBL4295009";"";"None";"406.53";"0";"3.75";"33";"CN1CCN(CCCCOc2ccc(/C=C3\COc4ccccc4C3=O)cc2)CC1";"IC50";"'='";"16400.0";"nM";"4.79";"";"";"UO_0000065";"11.77";"0.22";"1.04";"11.39";"0";"CHEMBL4262784";"Inhibition of recombinant human MAO-B assessed as reduction in H2O2 production using p-tyramine as substrate preincubated for 15 mins followed by substrate addition by Amplex red reagent based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261537";"1";"Scientific Literature";"Medchemcomm";"2017";"None";""
"CHEMBL45069";"";"None";"290.37";"0";"3.47";"I, PF9601N";"C#CCNCc1cc2cc(OCc3ccccc3)ccc2[nH]1";"IC50";"'='";"4.1";"nM";"8.39";"";"";"UO_0000065";"28.88";"0.52";"4.92";"22.64";"0";"CHEMBL3413434";"Inhibition of human MAO-B expressed in baculovirus infected BTI insect cells preincubated for 15 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407435";"1";"Scientific Literature";"J Med Chem";"2014";"None";""
"CHEMBL3660751";"";"None";"577.66";"1";"3.70";"BDBM118232";"CC(C)(C)OC(=O)NC1(C(=O)N2CC(C#Cc3ccc4c(=O)c(-c5ccc(NS(C)(=O)=O)cc5)coc4c3)C2)CC1";"IC50";"'>'";"130000.0";"nM";"";"Outside typical range";"244454";"UO_0000065";"";"";"";"";"0";"CHEMBL3707988";"MAO-A and MAO-B Assays: MAO assays included luminogenic MAO substrate, reaction buffers, Luciferin Detection and the reconstitution buffer with esterase. Standard MAO reaction mixtures included microsome contained MAO-A (2 ug) or MAO-B (10 ug), 160 uM substrate for MAO-A or 16 uM substrate for MAO-B, MAO-A buffer (100 mM Hepes buffer, pH 7.5, 5% glycerol) or MAO-B buffer (100 mM Hepes, pH 7.5, 5% glycerol, 10% dimethyl sulfoxide) in a final volume of 30 ul. After 20 minutes of pre-incubation of the enzyme with compounds, the reaction was initiated by adding enzyme substrate and the reaction was allowed to proceed for 60 minutes. Reconstituted Luciferin Detection Reagent (30 ul) was then added is added to simultaneously stop the MAO reaction and convert the methyl ester derivative to luciferin and produce light. The amount of light produced is directly proportional to the activity of MAO.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638670";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL3416430";"";"None";"288.78";"0";"2.75";"11f, second eluted isomer";"Cl.NC1CC1c1ccccc1NC(=O)c1ccccc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3418205";"Inhibition of human recombinant MAOB expressed in Pichia pastoris incubated for 15 mins prior to substrate addition measured after 30 mins by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414440";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL972";"SELEGILINE";"4.0";"187.29";"0";"2.18";"Selegiline";"C#CCN(C)[C@H](C)Cc1ccccc1";"IC50";"'='";"19.6";"nM";"7.71";"";"";"UO_0000065";"41.15";"0.75";"5.53";"237.89";"1";"CHEMBL3806786";"Inhibition of human recombinant microsomal MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells using p-tyramine as substrate assessed as reduction in H2O2 production preincubated for 15 mins followed by substrate addition measured for 15 mins Amplex red dye based fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804800";"1";"Scientific Literature";"Eur J Med Chem";"2016";"CHEMBL3833782";""
"CHEMBL1076153";"";"None";"304.81";"0";"3.06";"11";"NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc[nH]1";"IC50";"'='";"29380.0";"nM";"4.53";"";"";"UO_0000065";"14.87";"0.31";"1.47";"7.89";"0";"CHEMBL1111192";"Inhibition of human recombinant MAOB";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153747";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";""
"CHEMBL4450045";"";"None";"407.51";"0";"4.19";"9d";"Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO)c4)CC3)cc2oc1=O";"IC50";"'='";"76.0";"nM";"7.12";"";"";"UO_0000065";"17.47";"0.32";"2.93";"11.32";"0";"CHEMBL4327327";"Inhibition of recombinant human MAO-B expressed in baculovirus infected insect cell microsomes using kynuramine as substrate measured after 30 mins by fluorescence based assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325863";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL287154";"";"None";"238.29";"0";"3.59";"8a";"COc1ccccc1C(=O)/C=C/c1ccccc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3614599";"Inhibition of recombinant human MAOB using benzylamine as substrate after 30 mins by Amplex red based spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612067";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL3660746";"";"None";"519.62";"1";"2.98";"BDBM118227";"CN1CCC(C(=O)N2CC(C#Cc3ccc4c(=O)c(-c5ccc(NS(C)(=O)=O)cc5)coc4c3)C2)CC1";"IC50";"'>'";"130000.0";"nM";"";"Outside typical range";"244449";"UO_0000065";"";"";"";"";"0";"CHEMBL3707988";"MAO-A and MAO-B Assays: MAO assays included luminogenic MAO substrate, reaction buffers, Luciferin Detection and the reconstitution buffer with esterase. Standard MAO reaction mixtures included microsome contained MAO-A (2 ug) or MAO-B (10 ug), 160 uM substrate for MAO-A or 16 uM substrate for MAO-B, MAO-A buffer (100 mM Hepes buffer, pH 7.5, 5% glycerol) or MAO-B buffer (100 mM Hepes, pH 7.5, 5% glycerol, 10% dimethyl sulfoxide) in a final volume of 30 ul. After 20 minutes of pre-incubation of the enzyme with compounds, the reaction was initiated by adding enzyme substrate and the reaction was allowed to proceed for 60 minutes. Reconstituted Luciferin Detection Reagent (30 ul) was then added is added to simultaneously stop the MAO reaction and convert the methyl ester derivative to luciferin and produce light. The amount of light produced is directly proportional to the activity of MAO.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638670";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL4529750";"";"None";"393.48";"0";"3.88";"9h";"Cc1cc2ccc(OCC3CCN(Cc4cccc(CO)c4)CC3)cc2oc1=O";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"15.14";"0.28";"2.08";"9.47";"0";"CHEMBL4327327";"Inhibition of recombinant human MAO-B expressed in baculovirus infected insect cell microsomes using kynuramine as substrate measured after 30 mins by fluorescence based assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325863";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL2058409";"";"None";"319.16";"0";"2.27";"3j";"CN1C(=N)NC(=O)/C1=C\c1c[nH]c2c(Br)cccc12";"IC50";"'='";"34333.0";"nM";"4.46";"";"";"UO_0000065";"13.99";"0.32";"2.19";"6.20";"0";"CHEMBL2060937";"Inhibition of human recombinant MAO-B using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057107";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL2391739";"";"None";"274.70";"0";"3.59";"6b";"O=C1OCc2ccc(OCc3ccc(Cl)cc3)cc21";"IC50";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"31.14";"0.61";"4.96";"24.07";"0";"CHEMBL2394315";"Inhibition of human recombinant monoamine oxidase-B assessed as kynuramine conversion to 6-hydroxyquinoline after 20 mins by fluorescence spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390879";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL4582505";"";"None";"438.96";"0";"4.57";"4m";"Cc1c(C)c2ccc(OCC3CCN(Cc4ccc(C#N)cc4)CC3)cc2oc1=O.Cl";"IC50";"'='";"549.0";"nM";"6.26";"";"";"UO_0000065";"15.55";"0.29";"1.69";"9.42";"0";"CHEMBL4426658";"Inhibition of human recombinant MAOB expressed in microsomes of baculovirus-infected insect cell using kynuramine as substrate preincubated for 20 mins followed by protein addition measured after 30 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425129";"1";"Scientific Literature";"J Med Chem";"2016";"None";""
"CHEMBL2058429";"";"None";"347.22";"0";"2.66";"3ii";"C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3c(Br)cccc23)N1C";"IC50";"'='";"2817.0";"nM";"5.55";"";"";"UO_0000065";"15.98";"0.36";"2.89";"10.74";"0";"CHEMBL2060937";"Inhibition of human recombinant MAO-B using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057107";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL2058697";"";"None";"322.19";"0";"2.28";"5e";"O=C1NC(=S)N/C1=C\c1c[nH]c2c(Br)cccc12";"IC50";"'='";"1237.0";"nM";"5.91";"";"";"UO_0000065";"18.34";"0.45";"3.63";"10.38";"0";"CHEMBL2060937";"Inhibition of human recombinant MAO-B using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057107";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL4173572";"";"None";"291.14";"0";"3.84";"10e";"O=Cc1cccc(OCc2ccc(Br)cc2)c1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"23.09";"0.54";"2.88";"25.56";"0";"CHEMBL4138673";"Inhibition of human MAOB incubated for 15 mins using p-tyramine substrate by Amplex red reagent based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138066";"1";"Scientific Literature";"Medchemcomm";"2017";"None";""
"CHEMBL3629468";"";"None";"498.53";"1";"5.89";"D3";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(OC)cc3oc2=O)cc1";"IC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"10.79";"0.20";"-0.51";"6.39";"0";"CHEMBL3630541";"Inhibition of recombinant human MAOB using p-tyramine as substrate assessed as H2O2 production preincubated for 15 mins followed by substrate addition by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627677";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL3651118";"";"None";"248.33";"0";"3.20";"BDBM153441";"N#Cc1cccc(CN[C@H]2CC2c2ccccc2)c1";"IC50";"'='";"5400.0";"nM";"5.27";"";"294620";"UO_0000065";"21.21";"0.38";"2.07";"14.71";"0";"CHEMBL3707812";"Fluorescent-Based (Inhibitor) Screening Assay: Human recombinant monoamine oxidase proteins MAO-A and MAO-B were purchased from Sigma Aldrich. MAOs catalyze the oxidative deamination of 1, 2 and 3 amines. In order to monitor MAO enzymatic activities and/or their inhibition rate by inhibitor(s) of interest, a fluorescent-based (inhibitor)-screening assay was set up. 3-(2-Aminophenyl)-3-oxopropamamine (kynuramine dihydrobromide, Sigma Aldrich), a non fluorescent compound was chosen as a substrate. Kynuramine is a non-specific substrate for both MAOs activities. While undergoing oxidative deamination by MAO activities, kynuramine is converted into 4-hydroxyquinoline (4-HQ), a resulting fluorescent product.The monoamine oxidase activity was estimated by measuring the conversion of kynuramine into 4-hydroxyquinoline. Assays were conducted in 96-well black plates with clear bottom (Corning) in a final volume of 100 uL. The assay buffer was 100 mM HEPES, pH 7.5. Each experiment was performed in triplicate within the same experiment.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638785";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL4522235";"";"None";"399.92";"0";"4.24";"7a";"Cc1c(C)c2ccc(OCCCN3CCc4ccccc4C3)cc2oc1=O.Cl";"IC50";"'='";"298.0";"nM";"6.53";"";"";"UO_0000065";"17.95";"0.33";"2.29";"15.29";"0";"CHEMBL4426658";"Inhibition of human recombinant MAOB expressed in microsomes of baculovirus-infected insect cell using kynuramine as substrate preincubated for 20 mins followed by protein addition measured after 30 mins by fluorescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4425129";"1";"Scientific Literature";"J Med Chem";"2016";"None";""
"CHEMBL2029531";"";"None";"211.24";"0";"1.89";"13";"COc1ccc(OC/C(F)=C\CN)cc1";"IC50";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"30.81";"0.59";"4.62";"14.63";"0";"CHEMBL2034449";"Inhibition of human recombinant MAO-B assessed as H2O2 production by Resorufin/Amplex Red assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029323";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL3989843";"TRANYLCYPROMINE";"4.0";"266.39";"None";"None";"PCPA";"N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1";"IC50";"'='";"4900.0";"nM";"5.31";"";"";"UO_0000065";"19.93";"None";"None";"None";"0";"CHEMBL3406145";"Inhibition of human MAOB using (4S)-4,5-dihydro-2-(6-hydroxybenzothiazolyl)-4-thiazolecarboxylic acid substrate incubated for 60 mins by luciferin detection based chemiluminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
